method,path,latency
GET,/api/events/fe778745-4654-480e-a942-4c31e9f87b61,109.75098609924316
GET,/api/events/20da6e8e-ed1c-4ed6-b171-6be96097eb45,108.0775260925293
GET,/api/events/737fcffb-7ae0-44e5-9f02-6b3651292079,108.6735725402832
GET,/api/events/8c00492e-f4bb-4a1a-a915-ef2d15aeda0c,106.98628425598145
GET,/api/events/b0b5e3c8-9d57-45bb-96e3-4d6311f386ce,107.9866886138916
GET,/api/events/3f18385e-ea72-4336-a790-6c8f3d023273,106.18424415588379
GET,/api/events/2fd7d622-0f5b-413c-ade5-9b7ad80a458a,106.72163963317871
GET,/api/events/2e1758c4-0291-493c-b00b-3e96aa19407f,107.6040267944336
GET,/api/events/d4131ab2-38c5-40cc-862c-b596a2278669,107.74493217468262
GET,/api/events/ea6995d9-918b-430c-b2a3-d0456ae1e5c2,107.80453681945801
GET,/api/events/d1786324-b903-468c-b8b4-01985a2cfcc3,108.09803009033203
GET,/api/events/ccd1c830-1c76-4a1d-9a80-ecb32afa650f,107.10620880126953
GET,/api/events/982e8622-491e-4ee1-a2c9-75ac27d533d4,107.46264457702637
GET,/api/events/3340d1a8-4442-48a1-9021-49e541eb4c7c,108.10422897338867
GET,/api/events/fd1f2dda-d302-43e8-9681-d38168c1642f,108.02817344665527
GET,/api/events/77575ee5-39ed-4f55-b870-1b32c9778afe,108.44755172729492
GET,/api/events/d936d080-4cfc-4f27-b296-0600ab8d05e0,108.32858085632324
GET,/api/events/b24e4319-1ff3-4671-9cd3-f41271a43048,105.82613945007324
GET,/api/events/7574ad8f-d1a7-4db5-9087-fb9f92ac2d9c,108.11710357666016
GET,/api/events/56069463-0729-431f-ab59-15875dd50589,106.9953441619873
GET,/api/events/08c0638e-1280-4ee2-89ff-7a9fdaa999be,107.53679275512695
GET,/api/events/1ef04d36-e9b9-4746-80a7-80b1600ef2f2,107.79213905334473
GET,/api/events/bf66e245-d1c6-4484-b037-4bc2af928dff,106.33134841918945
GET,/api/events/fe3d2561-f820-4e8f-9bc3-48864560a93b,108.52575302124023
GET,/api/events/083a461b-784c-45f5-83d7-90fe8ce6e939,105.10730743408203
GET,/api/events/108a42e0-f6ab-4edc-8526-cb8a50d4609c,107.78069496154785
GET,/api/events/1ddcd50d-6f94-42c0-97df-1c931232b405,108.04939270019531
GET,/api/events/4b2d166c-b668-4331-8731-cba3f3d71e64,107.30576515197754
GET,/api/events/8ca8f6e7-5ea9-4f4d-b67a-3df231330f51,107.57708549499512
GET,/api/events/d39167f7-e8cc-436a-92a8-1c648456eab5,108.05177688598633
POST,/api/events/import,107.47909545898438
POST,/api/events/import,108.30116271972656
POST,/api/events/import,108.44635963439941
POST,/api/events/import,108.82019996643066
POST,/api/events/import,108.2010269165039
POST,/api/events/import,107.7873706817627
POST,/api/events/import,107.15365409851074
POST,/api/events/import,108.02149772644043
POST,/api/events/import,106.73379898071289
POST,/api/events/import,107.8789234161377
POST,/api/events/import,107.55515098571777
POST,/api/events/import,106.08839988708496
POST,/api/events/import,107.81621932983398
POST,/api/events/import,108.14166069030762
POST,/api/events/import,106.17995262145996
POST,/api/events/import,107.62619972229004
POST,/api/events/import,107.42783546447754
POST,/api/events/import,108.41655731201172
POST,/api/events/import,108.24394226074219
POST,/api/events/import,107.98764228820801
POST,/api/events/import,108.44302177429199
POST,/api/events/import,106.98103904724121
POST,/api/events/import,108.33096504211426
POST,/api/events/import,107.8023910522461
POST,/api/events/import,107.99264907836914
