method,path,latency
GET,/api/events/1a90d566-6e81-43fb-a2eb-89d9ef356ac9,169.91114616394043
GET,/api/events/8ab751ee-d631-4caf-bab6-c4acf84fa0e0,172.4569797515869
GET,/api/events/9211ae47-8916-4324-8cf3-20c8f1555ea9,163.5110378265381
GET,/api/events/9b0d6c47-fff4-4110-9ccf-15c2434c2167,175.66490173339844
GET,/api/events/a0c312fa-8e48-420b-a9de-8df2bdecdfec,171.83494567871094
GET,/api/events/609981f9-0f5b-47de-9165-df48c5fafd9f,166.55898094177246
GET,/api/events/13ed667a-ee19-47c9-8a23-8c70887df718,175.08625984191895
GET,/api/events/da10041d-cd67-4d47-91e7-af5ad591e50f,174.21674728393555
GET,/api/events/2f197c58-d2ac-4911-89a2-94dd75ac1d03,168.63012313842773
GET,/api/events/772a310a-e07b-47bf-8a44-aff2c8cf7567,174.14021492004395
GET,/api/events/0485ea15-9a02-4fea-bc29-72470edd2115,168.776273727417
GET,/api/events/8adf88a0-b791-49aa-9d91-36b052e45992,177.28209495544434
GET,/api/events/9c3a12b6-3eec-47b4-863c-92ea8370d684,174.03602600097656
GET,/api/events/1c8bd248-4016-4c0e-bc02-5a33a2c588ef,172.29390144348145
GET,/api/events/66a0408a-4656-4d09-85d8-940f785157ec,178.4501075744629
GET,/api/events/5cfbe691-98e5-4183-b52c-cb138c954c67,172.9719638824463
GET,/api/events/016ace96-4eaa-418f-a850-9db04a8692b3,164.5369529724121
GET,/api/events/5eeab750-7330-4ec6-a704-4d12d02e7d29,175.94099044799805
GET,/api/events/3c8f43ae-2df7-4895-a4b2-6ece8506db60,175.8270263671875
GET,/api/events/6e9b8a77-b05e-44eb-949f-1dfdb6ecf78a,171.0531711578369
GET,/api/events/f137bbb5-901c-42f6-bf33-ba9a793d2e66,174.2861270904541
GET,/api/events/0abcb4a5-f837-4307-b69e-eba16edd46e5,170.0758934020996
GET,/api/events/df8608e6-0abb-4a6e-bc35-ea501334cf4e,171.84686660766602
GET,/api/events/838299fc-285a-40c9-ab00-c2db5e34e713,175.33016204833984
GET,/api/events/710466bd-8e16-4e42-b9bd-85950308ee8d,176.76901817321777
GET,/api/events/fae753cd-babb-4ca3-bb15-2cacaacaee89,173.89702796936035
GET,/api/events/ff1f0275-5c1b-4506-9fd5-07ed77142081,175.93693733215332
GET,/api/events/6617b189-c8ca-446d-b11d-a8885ac3b386,175.67682266235352
GET,/api/events/e83bc535-b9a0-460e-969a-1d4bade4f4a4,177.28900909423828
GET,/api/events/9e2bf521-d5c9-4aa7-90c5-ef040c973ded,177.12998390197754
POST,/api/events/import,177.95205116271973
POST,/api/events/import,173.19822311401367
POST,/api/events/import,169.78192329406738
POST,/api/events/import,174.299955368042
POST,/api/events/import,169.6150302886963
POST,/api/events/import,172.0588207244873
POST,/api/events/import,173.67911338806152
POST,/api/events/import,170.9461212158203
POST,/api/events/import,174.98517036437988
POST,/api/events/import,173.97499084472656
POST,/api/events/import,178.76195907592773
POST,/api/events/import,173.95615577697754
POST,/api/events/import,174.17025566101074
POST,/api/events/import,179.11505699157715
POST,/api/events/import,168.87974739074707
POST,/api/events/import,172.29390144348145
POST,/api/events/import,177.1829128265381
POST,/api/events/import,168.93291473388672
POST,/api/events/import,172.95503616333008
POST,/api/events/import,171.46706581115723
POST,/api/events/import,174.94916915893555
POST,/api/events/import,172.1031665802002
POST,/api/events/import,175.7359504699707
POST,/api/events/import,172.7449893951416
POST,/api/events/import,171.0960865020752
POST,/api/events/import,167.88792610168457
POST,/api/events/import,170.99285125732422
POST,/api/events/import,170.08686065673828
POST,/api/events/import,172.90592193603516
POST,/api/events/import,167.4940586090088
POST,/api/events,173.3419895172119
POST,/api/events,173.77400398254395
POST,/api/events,173.07186126708984
POST,/api/events,171.70310020446777
POST,/api/events,167.56105422973633
POST,/api/events,172.90306091308594
POST,/api/events,170.3662872314453
POST,/api/events,170.95184326171875
POST,/api/events,175.19521713256836
POST,/api/events,175.5819320678711
POST,/api/events,173.5832691192627
POST,/api/events,171.6442108154297
POST,/api/events,178.91693115234375
POST,/api/events,171.31996154785156
POST,/api/events,172.07789421081543
POST,/api/events,175.24099349975586
POST,/api/events,174.16977882385254
POST,/api/events,176.07879638671875
POST,/api/events,171.43678665161133
POST,/api/events,165.96412658691406
POST,/api/events,172.90592193603516
POST,/api/events,181.427001953125
POST,/api/events,181.9300651550293
POST,/api/events,169.93999481201172
POST,/api/events,174.79395866394043
POST,/api/events,180.45401573181152
POST,/api/events,168.15996170043945
