num_objects, method,path,latency
1,GET,/api/events,127.16960906982422
1,GET,/api/events,112.84613609313965
1,POST,/api/events,113.53015899658203
1,POST,/api/events,112.00904846191406
1,POST,/api/events,112.17927932739258
1,GET,/api/events,113.6314868927002
1,POST,/api/events,113.43169212341309
1,POST,/api/events/watch,113.04306983947754
1,POST,/api/events/import,113.8451099395752
1,POST,/api/events,111.91272735595703
1,POST,/api/events,113.93570899963379
1,POST,/api/events/import,114.07470703125
1,POST,/api/events/import,113.02447319030762
1,POST,/api/events/import,112.87117004394531
1,GET,/api/events,114.94565010070801
1,GET,/api/events,110.97383499145508
1,POST,/api/events/import,112.99943923950195
1,POST,/api/events,114.12930488586426
1,POST,/api/events/watch,113.47556114196777
1,POST,/api/events/watch,111.10401153564453
1,POST,/api/events/watch,113.18349838256836
1,POST,/api/events,111.56797409057617
1,POST,/api/events/quickAdd,113.99579048156738
1,POST,/api/events/quickAdd,112.79773712158203
1,POST,/api/events,112.63203620910645
1,POST,/api/events/import,113.27028274536133
1,POST,/api/events,113.3430004119873
1,GET,/api/events,111.83929443359375
1,POST,/api/events/import,111.49835586547852
1,GET,/api/events,113.58857154846191
10,POST,/api/events/import,126.45077705383301
10,POST,/api/events/quickAdd,126.71780586242676
10,POST,/api/events/import,126.97219848632812
10,POST,/api/events/quickAdd,125.89025497436523
10,POST,/api/events,129.72474098205566
10,POST,/api/events,125.62894821166992
10,GET,/api/events,124.36056137084961
10,POST,/api/events,125.6866455078125
10,POST,/api/events/watch,125.15974044799805
10,GET,/api/events,125.61702728271484
10,POST,/api/events/quickAdd,125.6709098815918
10,POST,/api/events/quickAdd,125.67400932312012
10,GET,/api/events,124.75943565368652
10,POST,/api/events/import,126.83248519897461
10,POST,/api/events/watch,126.63054466247559
10,POST,/api/events,125.5185604095459
10,POST,/api/events/import,125.8852481842041
10,POST,/api/events,126.48153305053711
10,POST,/api/events/quickAdd,127.38752365112305
10,GET,/api/events,132.94243812561035
10,POST,/api/events/watch,126.18255615234375
10,POST,/api/events/watch,123.6867904663086
10,POST,/api/events,125.56624412536621
10,POST,/api/events/import,125.53620338439941
10,POST,/api/events,126.83343887329102
10,POST,/api/events/import,124.9690055847168
10,POST,/api/events,126.10340118408203
10,GET,/api/events,126.30319595336914
10,GET,/api/events,125.14376640319824
10,GET,/api/events,124.87220764160156
20,POST,/api/events/import,192.59262084960938
20,POST,/api/events,194.25678253173828
20,POST,/api/events/watch,194.60272789001465
20,POST,/api/events,192.36111640930176
20,POST,/api/events/quickAdd,193.20940971374512
20,POST,/api/events/quickAdd,192.20995903015137
20,GET,/api/events,193.01509857177734
20,POST,/api/events/import,193.82834434509277
20,POST,/api/events/import,189.35251235961914
20,POST,/api/events/watch,189.19754028320312
20,GET,/api/events,192.88182258605957
20,POST,/api/events,190.7961368560791
20,GET,/api/events,189.48602676391602
20,POST,/api/events/quickAdd,193.67527961730957
20,POST,/api/events/import,194.23699378967285
20,GET,/api/events,192.91377067565918
20,POST,/api/events/quickAdd,191.59412384033203
20,POST,/api/events/import,192.9152011871338
20,POST,/api/events/quickAdd,194.67806816101074
20,POST,/api/events/import,194.12851333618164
20,POST,/api/events/watch,193.34077835083008
20,POST,/api/events/import,192.19374656677246
20,POST,/api/events/watch,192.63648986816406
20,POST,/api/events/import,191.75195693969727
20,POST,/api/events/import,192.65151023864746
20,POST,/api/events/quickAdd,190.36579132080078
20,POST,/api/events/quickAdd,194.77105140686035
20,POST,/api/events,192.85106658935547
20,POST,/api/events,221.41051292419434
20,POST,/api/events/import,192.53253936767578
30,POST,/api/events/import,207.18717575073242
30,GET,/api/events,210.18743515014648
30,POST,/api/events/quickAdd,211.16304397583008
30,POST,/api/events/import,207.47709274291992
30,GET,/api/events,208.18543434143066
30,POST,/api/events,215.82818031311035
30,POST,/api/events/import,210.98709106445312
30,POST,/api/events/quickAdd,208.44006538391113
30,POST,/api/events/import,208.22811126708984
30,POST,/api/events/watch,205.8870792388916
30,POST,/api/events/watch,210.77990531921387
30,POST,/api/events,207.57436752319336
30,POST,/api/events/import,209.44690704345703
30,POST,/api/events/watch,207.34906196594238
30,POST,/api/events,212.2349739074707
30,GET,/api/events,211.8546962738037
30,POST,/api/events/watch,210.23011207580566
30,POST,/api/events/quickAdd,207.63373374938965
30,POST,/api/events/watch,209.85674858093262
30,POST,/api/events/import,211.26484870910645
30,POST,/api/events/import,210.1304531097412
30,POST,/api/events/quickAdd,208.15229415893555
30,GET,/api/events,209.20538902282715
30,POST,/api/events/watch,210.25848388671875
30,POST,/api/events/import,210.33811569213867
30,POST,/api/events/import,212.9528522491455
30,POST,/api/events/quickAdd,211.11202239990234
30,POST,/api/events/watch,213.04082870483398
30,GET,/api/events,213.32216262817383
30,POST,/api/events/import,213.70887756347656
40,POST,/api/events/watch,278.9573669433594
40,POST,/api/events,277.21333503723145
40,POST,/api/events,281.15224838256836
40,POST,/api/events/quickAdd,281.0380458831787
40,POST,/api/events,281.0180187225342
40,GET,/api/events,277.6670455932617
40,POST,/api/events,278.486967086792
40,POST,/api/events,282.83071517944336
40,POST,/api/events/quickAdd,282.75036811828613
40,POST,/api/events/watch,278.2106399536133
40,POST,/api/events/import,281.82220458984375
40,POST,/api/events/quickAdd,279.10399436950684
40,GET,/api/events,282.991886138916
40,GET,/api/events,282.26327896118164
40,GET,/api/events,287.3106002807617
40,POST,/api/events/watch,277.7295112609863
40,GET,/api/events,277.7266502380371
40,POST,/api/events/import,276.1092185974121
40,POST,/api/events/watch,277.10485458374023
40,POST,/api/events/quickAdd,279.7377109527588
40,POST,/api/events/quickAdd,279.1407108306885
40,POST,/api/events/quickAdd,280.71022033691406
40,POST,/api/events,280.2567481994629
40,GET,/api/events,275.8212089538574
40,POST,/api/events,277.3780822753906
40,POST,/api/events/import,278.3699035644531
40,POST,/api/events/watch,274.43456649780273
40,POST,/api/events,280.820369720459
40,POST,/api/events/watch,275.8951187133789
40,POST,/api/events/quickAdd,278.86366844177246
50,POST,/api/events/watch,297.91712760925293
50,POST,/api/events,295.757532119751
50,POST,/api/events,298.49910736083984
50,POST,/api/events/watch,301.86939239501953
50,POST,/api/events/quickAdd,297.3511219024658
50,POST,/api/events,303.23314666748047
50,POST,/api/events/quickAdd,310.1539611816406
50,POST,/api/events,299.633264541626
50,POST,/api/events/watch,295.5174446105957
50,POST,/api/events/import,299.6561527252197
50,GET,/api/events,297.23286628723145
50,POST,/api/events/quickAdd,298.9203929901123
50,POST,/api/events,297.29604721069336
50,POST,/api/events,295.90463638305664
50,POST,/api/events,299.10874366760254
50,POST,/api/events/quickAdd,300.9641170501709
50,POST,/api/events/import,300.281286239624
50,POST,/api/events/watch,303.0388355255127
50,POST,/api/events/watch,295.10021209716797
50,POST,/api/events/import,301.29170417785645
50,POST,/api/events/watch,300.2898693084717
50,GET,/api/events,297.12486267089844
50,POST,/api/events,298.0191707611084
50,POST,/api/events/import,299.81255531311035
50,POST,/api/events/quickAdd,302.43587493896484
50,GET,/api/events,298.96044731140137
50,POST,/api/events/watch,299.7567653656006
50,POST,/api/events/quickAdd,301.0997772216797
50,POST,/api/events/quickAdd,298.0825901031494
50,POST,/api/events/quickAdd,302.20866203308105
