num_objects, method,path,latency
1,POST,/api/events/watch,131.03151321411133
1,GET,/api/events,114.83955383300781
1,POST,/api/events,114.51482772827148
1,POST,/api/events,112.45346069335938
1,POST,/api/events/import,114.57538604736328
1,POST,/api/events/watch,113.54255676269531
1,POST,/api/events/watch,112.88785934448242
1,POST,/api/events,112.72740364074707
1,GET,/api/events,113.50870132446289
1,GET,/api/events,113.36588859558105
1,POST,/api/events/watch,113.47508430480957
1,POST,/api/events/quickAdd,114.60375785827637
1,POST,/api/events/quickAdd,112.80155181884766
1,POST,/api/events/quickAdd,111.70339584350586
1,POST,/api/events/watch,113.08908462524414
1,POST,/api/events/watch,112.29562759399414
1,POST,/api/events/watch,113.27409744262695
1,POST,/api/events,111.94753646850586
1,POST,/api/events/import,111.87386512756348
1,POST,/api/events/watch,111.26828193664551
1,POST,/api/events/watch,113.18111419677734
1,POST,/api/events/quickAdd,114.31360244750977
1,POST,/api/events,113.70420455932617
1,GET,/api/events,113.99030685424805
1,POST,/api/events/watch,113.71278762817383
1,GET,/api/events,111.53388023376465
1,POST,/api/events,112.10131645202637
1,GET,/api/events,113.11125755310059
1,POST,/api/events/watch,113.07859420776367
1,GET,/api/events,111.46879196166992
10,POST,/api/events/watch,120.02682685852051
10,POST,/api/events/import,118.36814880371094
10,POST,/api/events/import,119.9791431427002
10,POST,/api/events/watch,119.35162544250488
10,POST,/api/events,119.55666542053223
10,POST,/api/events/quickAdd,118.8960075378418
10,POST,/api/events/import,118.47758293151855
10,POST,/api/events/watch,119.79269981384277
10,POST,/api/events/import,117.20418930053711
10,POST,/api/events,118.73412132263184
10,GET,/api/events,119.45509910583496
10,POST,/api/events/watch,119.56310272216797
10,POST,/api/events/import,118.57771873474121
10,GET,/api/events,119.83346939086914
10,POST,/api/events/quickAdd,120.49341201782227
10,POST,/api/events,119.51231956481934
10,POST,/api/events/import,119.0938949584961
10,GET,/api/events,118.69001388549805
10,GET,/api/events,119.3234920501709
10,GET,/api/events,118.93391609191895
10,POST,/api/events/quickAdd,119.07124519348145
10,POST,/api/events/quickAdd,117.32625961303711
10,POST,/api/events,119.30251121520996
10,GET,/api/events,118.47949028015137
10,POST,/api/events/quickAdd,119.40884590148926
10,POST,/api/events,116.41907691955566
10,GET,/api/events,119.05574798583984
10,POST,/api/events/watch,118.61562728881836
10,POST,/api/events/import,118.86167526245117
10,POST,/api/events,119.93122100830078
20,GET,/api/events,178.2217025756836
20,POST,/api/events/import,178.52401733398438
